,bytes_read,bytes_written
167,518553,513938
1670,0,269
1671,1086,4076
1672,2172,4041
1673,0,413
1674,0,14
1675,0,556
1676,0,60
1677,0,13
1678,543,13
1679,0,61
168,259291,257112
1680,0,13
1681,0,13
1682,0,13
1683,543,1899
1684,1086,1501
1685,0,220
1686,0,14
1687,0,13
1688,0,556
1689,0,60
169,57547,54804
1690,543,13
1691,0,61
1692,0,13
1693,0,13
1694,543,13
1695,0,61
1696,0,13
1697,543,13
1698,0,61
1699,0,13
17,543,206
170,0,226
1700,0,13
1701,543,13
1702,1629,4200
1703,0,222
1704,543,14
1705,0,604
1706,0,60
1707,0,13
1708,0,13
1709,0,556
171,0,14
1710,0,60
1711,543,13
1712,0,61
1713,1629,2596
1714,0,222
1715,0,14
1716,543,13
1717,0,61
1718,0,13
1719,543,13
172,543,13
1720,0,61
1721,543,13
1722,0,61
1723,0,13
1724,0,13
1725,0,13
1726,543,13
1727,543,61
1728,0,61
1729,0,13
173,0,61
1730,0,13
1731,543,231
1732,0,605
1733,1629,4203
1734,0,223
1735,0,14
1736,1086,13
1737,0,108
1738,0,14
1739,543,13
174,0,556
1740,0,61
1741,0,13
1742,543,13
1743,0,61
1744,543,1358
1745,1086,1456
1746,0,221
1747,0,14
1748,0,13
1749,543,13
175,32,748
1750,543,61
1751,0,61
1752,0,13
1753,0,13
1754,0,13
1755,543,13
1756,0,61
1757,0,556
1758,0,60
1759,0,13
176,259924,255474
1760,0,13
1761,0,13
1762,543,13
1763,0,604
1764,1629,3428
1765,0,223
1766,0,557
1767,0,60
1768,0,13
1769,0,13
177,259291,257114
1770,0,13
1771,0,13
1772,0,556
1773,0,60
1774,543,13
1775,0,61
1776,0,556
1777,0,60
1778,0,13
1779,0,556
178,259233,257109
1780,0,60
1781,0,13
1782,0,13
1783,0,556
1784,0,60
1785,0,13
1786,0,13
1787,543,556
1788,0,108
1789,0,14
179,317294,311631
1790,0,556
1791,0,60
1792,0,13
1793,543,13
1794,543,61
1795,1629,3430
1796,0,223
1797,0,14
1798,0,13
1799,0,13
18,0,62
180,543,231
1800,0,556
1801,0,603
1802,0,60
1803,0,13
1804,0,13
1805,543,13
1806,0,61
1807,0,13
1808,543,13
1809,543,61
181,0,62
1810,0,61
1811,0,13
1812,0,13
1813,0,13
1814,1086,13
1815,0,108
1816,543,14
1817,0,61
1818,0,556
1819,0,60
182,0,13
1820,0,13
1821,0,13
1822,0,13
1823,543,13
1824,0,61
1825,543,13
1826,1086,3029
1827,543,772
1828,0,208
1829,0,14
183,1629,4149
1830,0,13
1831,543,13
1832,0,61
1833,543,13
1834,0,61
1835,0,13
1836,0,13
1837,543,13
1838,0,61
1839,0,13
184,0,222
1840,0,13
1841,543,13
1842,0,61
1843,543,13
1844,0,61
1845,0,556
1846,0,60
1847,0,13
1848,0,13
1849,0,556
185,0,14
1850,0,60
1851,543,13
1852,0,61
1853,0,13
1854,0,13
1855,0,13
1856,0,556
1857,1086,3862
1858,1086,2212
1859,543,1178
186,543,13
1860,543,770
1861,0,208
1862,0,557
1863,0,60
1864,543,13
1865,0,61
1866,543,13
1867,0,61
1868,0,13
1869,0,13
187,0,61
1870,0,13
1871,0,556
1872,0,60
1873,0,556
1874,0,60
1875,0,13
1876,0,13
1877,0,556
1878,0,60
1879,0,556
188,0,13
1880,0,60
1881,0,13
1882,543,13
1883,0,61
1884,0,13
1885,0,13
1886,543,13
1887,543,61
1888,0,1131
1889,0,61
189,32,701
1890,0,13
1891,0,13
1892,0,13
1893,0,13
1894,543,556
1895,0,108
1896,0,14
1897,0,13
1898,543,13
1899,0,61
19,0,556
190,604,860
1900,0,13
1901,0,13
1902,0,13
1903,543,13
1904,0,604
1905,0,60
1906,0,13
1907,0,13
1908,0,13
1909,543,13
191,259320,254877
1910,0,61
1911,0,13
1912,543,13
1913,0,61
1914,0,13
1915,543,13
1916,0,61
1917,0,13
1918,0,13
1919,0,1083
192,518524,513938
1920,0,61
1921,0,556
1922,0,60
1923,0,13
1924,0,556
1925,0,60
1926,543,13
1927,0,61
1928,0,13
1929,0,13
193,259805,257112
1930,0,13
1931,0,556
1932,543,60
1933,0,61
1934,0,13
1935,0,646
1936,0,60
1937,0,13
1938,0,13
1939,0,13
194,59690,53950
1940,543,13
1941,543,61
1942,0,61
1943,0,13
1944,0,13
1945,0,13
1946,0,13
1947,0,13
1948,0,13
1949,543,556
195,0,380
1950,543,4038
1951,1086,1459
1952,543,221
1953,0,62
1954,0,13
1955,0,13
1956,0,13
1957,0,13
1958,543,13
1959,0,61
196,543,14
1960,0,13
1961,0,556
1962,0,60
1963,0,13
1964,0,13
1965,0,13
1966,0,556
1967,543,60
1968,0,61
1969,0,13
197,0,61
1970,0,13
1971,0,13
1972,0,556
1973,543,60
1974,0,61
1975,0,556
1976,543,60
1977,0,61
1978,0,13
1979,0,13
198,0,13
1980,0,13
1981,1629,3380
1982,0,223
1983,0,14
1984,0,556
1985,543,60
1986,0,61
1987,0,13
1988,0,13
1989,0,556
199,0,556
1990,0,60
1991,0,13
1992,0,13
1993,0,556
1994,0,60
1995,543,13
1996,0,61
1997,0,13
1998,0,13
1999,543,13
2,2172,3472
20,0,60
200,0,60
2000,0,61
2001,0,13
2002,0,13
2003,0,1099
2004,0,107
2005,0,14
2006,0,13
2007,0,556
2008,0,60
2009,0,13
201,0,13
2010,0,556
2011,0,603
2012,1629,3582
2013,0,223
2014,0,14
2015,0,13
2016,0,13
2017,0,13
2018,0,13
2019,543,13
202,543,13
2020,0,604
2021,0,60
2022,0,13
2023,0,13
2024,0,13
2025,0,13
2026,543,13
2027,543,61
2028,0,61
2029,0,13
203,0,61
2030,0,13
2031,0,13
2032,0,13
2033,0,13
2034,0,556
2035,543,60
2036,543,61
2037,0,61
2038,0,13
2039,0,556
204,32,701
2040,0,60
2041,0,13
2042,0,556
2043,1629,4417
2044,1629,2986
2045,0,223
2046,0,14
2047,0,13
2048,0,556
2049,0,60
205,259895,255686
2050,543,13
2051,543,61
2052,0,61
2053,0,13
2054,543,13
2055,543,61
2056,0,61
2057,0,13
2058,0,13
2059,0,556
206,259776,257143
2060,0,60
2061,0,13
2062,0,13
2063,1086,13
2064,0,108
2065,0,14
2066,0,13
2067,0,13
2068,543,13
2069,543,61
207,259320,257155
2070,0,61
2071,0,13
2072,0,556
2073,0,60
2074,0,13
2075,0,13
2076,0,1099
2077,0,107
2078,0,14
2079,0,13
208,316838,311631
2080,0,13
2081,0,556
2082,0,60
2083,0,13
2084,0,13
2085,543,13
2086,0,61
2087,0,13
2088,543,13
2089,0,61
209,0,231
2090,0,13
2091,0,13
2092,0,13
2093,0,556
2094,0,60
2095,0,13
2096,543,13
2097,0,61
2098,0,13
2099,0,13
21,0,13
210,32,702
2100,543,13
2101,543,61
2102,0,61
2103,543,13
2104,0,61
2105,0,13
2106,0,13
2107,0,13
2108,543,13
2109,0,604
211,604,860
2110,0,60
2111,543,13
2112,0,61
2113,0,13
2114,543,13
2115,0,61
2116,0,13
2117,0,13
2118,0,13
2119,0,556
212,259291,254906
2120,0,60
2121,0,556
2122,0,60
2123,0,13
2124,0,13
2125,543,13
2126,0,604
2127,0,60
2128,0,13
2129,0,13
213,518495,512367
2130,0,13
2131,0,13
2132,543,556
2133,0,108
2134,0,14
2135,0,556
2136,0,60
2137,0,13
2138,543,13
2139,0,604
214,260891,263366
2140,0,60
2141,0,13
2142,0,13
2143,0,13
2144,0,556
2145,0,60
2146,543,13
2147,0,61
2148,0,13
2149,543,13
215,58061,55005
2150,0,61
2151,0,13
2152,543,13
2153,543,61
2154,0,61
2155,0,13
2156,0,556
2157,0,60
2158,543,13
2159,0,61
216,0,226
2160,0,13
2161,0,556
2162,0,60
2163,0,13
2164,0,556
2165,543,60
2166,0,61
2167,0,13
2168,0,13
2169,0,13
217,0,14
2170,0,13
2171,0,13
2172,0,556
2173,543,60
2174,0,61
2175,0,13
2176,0,556
2177,0,60
2178,0,13
2179,0,556
218,0,13
2180,543,60
2181,0,61
2182,0,13
2183,0,13
2184,0,13
2185,543,13
2186,543,61
2187,0,61
2188,0,556
2189,0,60
219,0,13
2190,0,13
2191,0,13
2192,0,13
2193,543,13
2194,543,61
2195,0,61
2196,0,13
2197,0,13
2198,0,556
2199,0,60
22,0,13
220,0,13
2200,0,556
2201,0,603
2202,0,60
2203,0,556
2204,543,60
2205,0,61
2206,0,13
2207,0,13
2208,0,13
2209,0,13
221,543,556
2210,543,13
2211,543,61
2212,0,61
2213,0,13
2214,0,13
2215,0,13
2216,543,13
2217,0,61
2218,0,556
2219,0,60
222,543,64
2220,0,13
2221,0,556
2222,0,60
2223,0,13
2224,0,13
2225,0,13
2226,0,556
2227,0,60
2228,0,556
2229,0,60
223,32,749
2230,0,13
2231,0,13
2232,0,13
2233,0,13
2234,0,556
2235,0,60
2236,0,556
2237,0,60
2238,0,556
2239,0,60
224,112614,108057
2240,0,556
2241,0,60
2242,0,13
2243,0,13
2244,0,13
2245,0,556
2246,543,60
2247,0,61
2248,0,556
2249,0,60
225,408143,407944
2250,0,13
2251,0,13
2252,0,556
2253,0,603
2254,0,60
2255,0,13
2256,0,13
2257,0,13
2258,0,13
2259,543,13
226,259320,257295
2260,0,604
2261,0,60
2262,0,13
2263,0,13
2264,0,13
2265,0,13
2266,0,13
2267,0,556
2268,543,60
2269,0,61
227,262918,260624
2270,0,13
2271,0,13
2272,0,13
2273,0,100
2274,0,14
2275,0,556
2276,0,60
2277,0,13
2278,0,13
2279,0,13
228,54463,51347
